Company,Description,Experience,Function Area,Job Title,Location,Posting Date,Salary,Scraping Date,Tags
Zebronics India Pvt Ltd," Candidate from Supply Chain industry will be preferredGood knowledge of computer, MS of...",1-5 Yrs,Logistics Jobs,Logistics Executive - Gurgaon,Gurgaon,13 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">supply chain</li><li class=""fleft fs12 grey-text lh16 dot"">warehouse operations</li><li class=""fleft fs12 grey-text lh16 dot"">warehouse planning</li><li class=""fleft fs12 grey-text lh16 dot"">freight</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Planning</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Operations</li><li class=""fleft fs12 grey-text lh16 dot"">store planning</li></ul>"
Zebronics India Pvt Ltd, Candidate from Supply Chain industry will be preferred mmediate joining requiredGood kn...,1-2 Yrs,Logistics Jobs,Logistics Executive - Hindi Speaking Must,Chennai,4 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">supply chain</li><li class=""fleft fs12 grey-text lh16 dot"">warehouse operations</li><li class=""fleft fs12 grey-text lh16 dot"">warehouse planning</li><li class=""fleft fs12 grey-text lh16 dot"">freight</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Planning</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Operations</li><li class=""fleft fs12 grey-text lh16 dot"">store planning</li></ul>"
MNC in Auto OEM., Candidate should have the exposure in auto industry of outbound logistics,6-7 Yrs,Logistics Jobs,Executive - Outbound Logistics - Gurgaon,Gurgaon,Few Hours Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">Outbound Logistics</li><li class=""fleft fs12 grey-text lh16 dot"">Transportation</li><li class=""fleft fs12 grey-text lh16 dot"">Freight</li></ul>"
BhojanTech Private Limited," Clear communication and articulation both verbal and written, bias towards action and g...",3-8 Yrs,Logistics Jobs,Manager - Supply Chain Logistics & Transportation,"Gurgaon, Noida, other city",Today,"6,00,000 - 8,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Transportation</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Operations</li><li class=""fleft fs12 grey-text lh16 dot"">Supply Chain</li></ul>"
Seven Consultancy," JOB DETAILS Coordinate and monitor supply chain operations Ensure premises, assets and ...",2-7 Yrs,Logistics Jobs,Logistics Manager,Delhi,1 Day Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Supervisor</li><li class=""fleft fs12 grey-text lh16 dot"">Operations management</li><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">Supply chain operations</li><li class=""fleft fs12 grey-text lh16 dot"">Management Supervisor</li><li class=""fleft fs12 grey-text lh16 dot"">Monitoring</li><li class=""fleft fs12 grey-text lh16 dot"">Recruitment</li></ul>"
Seven Consultancy," JOB DETAILS 1. Working closely with dispatches, suppliers & transport companies 2. Plan...",3-8 Yrs,Logistics Jobs,Logistics Executive,Hyderabad,1 Day Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Logistic Coordinator</li><li class=""fleft fs12 grey-text lh16 dot"">vehicle maintenance</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Executive</li><li class=""fleft fs12 grey-text lh16 dot"">Supply Chain Executive</li><li class=""fleft fs12 grey-text lh16 dot"">Dispatch Executive</li><li class=""fleft fs12 grey-text lh16 dot"">Transport Coordinator</li></ul>"
Syngene International Limited  ," Commerce Graduate (B Com), Optional: MBA in Exim / PDGM Course in Commercial / Logistic...",5-7 Yrs,Logistics Jobs,Senior Executive Logistics,Hyderabad,2 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Freight Forwarding</li><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">EXIM</li><li class=""fleft fs12 grey-text lh16 dot"">Shipment</li><li class=""fleft fs12 grey-text lh16 dot"">Export</li><li class=""fleft fs12 grey-text lh16 dot"">Shipping</li><li class=""fleft fs12 grey-text lh16 dot"">Supply Chain Management</li><li class=""fleft fs12 grey-text lh16 dot"">Courier</li></ul>"
3D India Staffing Research  Consulting Pvt Ltd, Should be able to watch and take quick decisions to ensure speed and accuracy in the Lo...,13-21 Yrs,Logistics Jobs,Manager - Logistics - Construction Equipment Manufacturer,Faridabad,7 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">Purchase</li><li class=""fleft fs12 grey-text lh16 dot"">Outbound Logistics</li><li class=""fleft fs12 grey-text lh16 dot"">Climate Change</li><li class=""fleft fs12 grey-text lh16 dot"">Transportation</li><li class=""fleft fs12 grey-text lh16 dot"">Vendor Development</li><li class=""fleft fs12 grey-text lh16 dot"">Transporters</li><li class=""fleft fs12 grey-text lh16 dot"">Dispatch</li></ul>"
3D India Staffing Research  Consulting Pvt Ltd, Qualification : Any Graduation (only Full time)Please make sure candidate should qualif...,13-22 Yrs,Logistics Jobs,Manager - Logistics,Faridabad,7 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">Purchase</li><li class=""fleft fs12 grey-text lh16 dot"">Outbound Logistics</li><li class=""fleft fs12 grey-text lh16 dot"">Climate Change</li><li class=""fleft fs12 grey-text lh16 dot"">Transportation</li><li class=""fleft fs12 grey-text lh16 dot"">Vendor Development</li><li class=""fleft fs12 grey-text lh16 dot"">Transporters</li><li class=""fleft fs12 grey-text lh16 dot"">Dispatch</li></ul>"
FABLE FOOD PRODUCTS PVT LTD, com with minimum 3 years in similar role preferable in dairy industry or FMCG industryS...,3-6 Yrs,Logistics Jobs,Logistics Manager,Mumbai,8 Days Ago,"3,00,000 - 5,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">Transportation</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Management</li></ul>"
Jolly Farm Fresh Pvt. Ltd.," Managing the running of a fleet of refrigerated trucks, handling drivers on a day to da...",2-5 Yrs,Logistics Jobs,"Logistics Manager, For Refrigerated Logictics Company",Delhi NCR(Lawrance Road),9 Days Ago,"2,00,000 - 3,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">logistics management</li><li class=""fleft fs12 grey-text lh16 dot"">supply chain</li><li class=""fleft fs12 grey-text lh16 dot"">fleet operations</li><li class=""fleft fs12 grey-text lh16 dot"">logistics</li><li class=""fleft fs12 grey-text lh16 dot"">fleet ops manager</li><li class=""fleft fs12 grey-text lh16 dot"">fleet operations manager</li><li class=""fleft fs12 grey-text lh16 dot"">Transport Operations</li></ul>"
VEKOCARE PVT LTD," 5 years of experience in EXPORT logistics, customs, advance licensing, exports incentiv...",3-5 Yrs,Logistics Jobs,Sr. Officer / Executive - Export Logistics & Dispatch ( Pharma @ Pune),Pune(Shivaji Nagar),6 Days Ago,"2,25,000 - 4,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Customs</li><li class=""fleft fs12 grey-text lh16 dot"">Transportation</li><li class=""fleft fs12 grey-text lh16 dot"">EXIM</li><li class=""fleft fs12 grey-text lh16 dot"">Transporters</li><li class=""fleft fs12 grey-text lh16 dot"">Dispatch</li><li class=""fleft fs12 grey-text lh16 dot"">Shipping</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Management</li><li class=""fleft fs12 grey-text lh16 dot"">inventory</li></ul>"
HEALTH ARX TECHNOLOGIES PRIVATE LIMITED   , Skills Required: Experience in FMCG / Medical Device Company would be a plus,3-5 Yrs,Logistics Jobs,Operations Process Manager- Logistics,"Delhi NCR, Delhi",6 Days Ago,"5,00,000 - 8,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Reverse Logistics</li><li class=""fleft fs12 grey-text lh16 dot"">Order Management</li><li class=""fleft fs12 grey-text lh16 dot"">Inventory Management</li><li class=""fleft fs12 grey-text lh16 dot"">Process Management</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Operations</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Planning</li><li class=""fleft fs12 grey-text lh16 dot"">Operations</li><li class=""fleft fs12 grey-text lh16 dot"">Warehouse Management</li></ul>"
Ridgemont Clothing Pvt Ltd, Roles and Responsibilities We are looking for an effective Warehouse Manager to direct ...,2-7 Yrs,Logistics Jobs,Warehouse/ Logistics Manager ( For online retail business ),"Bhiwandi, Maharashtra",7 Days Ago,"3,00,000 - 8,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Ecommerce</li><li class=""fleft fs12 grey-text lh16 dot"">warehouse manager</li><li class=""fleft fs12 grey-text lh16 dot"">online platform</li><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">Stock Management</li><li class=""fleft fs12 grey-text lh16 dot"">Online Retail</li><li class=""fleft fs12 grey-text lh16 dot"">Dispatch</li><li class=""fleft fs12 grey-text lh16 dot"">packaging</li></ul>"
Foursis Technical Solution, Job functions area : Logistic / Supply Chain / Warehouse / Packaging / Purchase / Store...,5-6 Yrs,Logistics Jobs,Logistics Manager,Mumbai,8 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Supply chain</li><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">Packaging</li><li class=""fleft fs12 grey-text lh16 dot"">Inventory management</li><li class=""fleft fs12 grey-text lh16 dot"">Procurement management</li><li class=""fleft fs12 grey-text lh16 dot"">Vendor</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics</li></ul>"
Seven Consultancy," JOB DETAILS Import and export shipment handling with Courier, Customs and CHACourier an...",2-5 Yrs,Logistics Jobs,Job for Logistics Executive,Tiruchirappalli,8 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Cargo</li><li class=""fleft fs12 grey-text lh16 dot"">Supply chain management</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics Executive</li><li class=""fleft fs12 grey-text lh16 dot"">Excel</li><li class=""fleft fs12 grey-text lh16 dot"">Sales coordination</li><li class=""fleft fs12 grey-text lh16 dot"">Transport Executive</li><li class=""fleft fs12 grey-text lh16 dot"">Packaging</li><li class=""fleft fs12 grey-text lh16 dot"">Transport management</li></ul>"
Seven Consultancy," JOB DETAILS 1 Coordinate and monitor supply chain operations 2 Ensure premises, assets ...",3-8 Yrs,Logistics Jobs,Logistics Manager,Delhi,12 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Supervisor</li><li class=""fleft fs12 grey-text lh16 dot"">Operations management</li><li class=""fleft fs12 grey-text lh16 dot"">Warehouse</li><li class=""fleft fs12 grey-text lh16 dot"">Supply chain operations</li><li class=""fleft fs12 grey-text lh16 dot"">Management Supervisor</li><li class=""fleft fs12 grey-text lh16 dot"">Monitoring</li><li class=""fleft fs12 grey-text lh16 dot"">Recruitment</li></ul>"
Double Down Retail Private Limited, Job profile: Manager - International vendors and logisticsThis role provides a unique o...,2-7 Yrs,Logistics Jobs,Manager - International Vendors and Logistics,Chennai,2 Days Ago,"5,00,000 - 9,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">vendor management</li><li class=""fleft fs12 grey-text lh16 dot"">vendor manager</li><li class=""fleft fs12 grey-text lh16 dot"">Supply Chain Manager</li><li class=""fleft fs12 grey-text lh16 dot"">supply chain</li><li class=""fleft fs12 grey-text lh16 dot"">logistics management</li><li class=""fleft fs12 grey-text lh16 dot"">shipping manager</li><li class=""fleft fs12 grey-text lh16 dot"">Supplier Management</li><li class=""fleft fs12 grey-text lh16 dot"">Supply Chain Management</li></ul>"
Parag Milk Foods Ltd, Having a certification or qualification in SCM will be preferredHe should have good kno...,5-10 Yrs,Logistics Jobs,Assistant Manager Logistics & Distribution,Delhi NCR,Just Now,"6,00,000 - 10,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Distribution</li><li class=""fleft fs12 grey-text lh16 dot"">Cold Chain</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics</li><li class=""fleft fs12 grey-text lh16 dot"">Cost Effective</li><li class=""fleft fs12 grey-text lh16 dot"">Transportation</li><li class=""fleft fs12 grey-text lh16 dot"">Depot</li><li class=""fleft fs12 grey-text lh16 dot"">Network Optimization</li><li class=""fleft fs12 grey-text lh16 dot"">Operations</li></ul>"
Ipca, Secretarial functions.,5-7 Yrs,Secretary Jobs,Personal Assistant / Secretary,Mumbai,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Personal Assistant / Secretary</li></ul>"
Sharda Group of Institutions, Graduate and computer proficiency with 4 years hand of experience & fluency in English....,4-6 Yrs,Secretary Jobs,Secretary,Mathura,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Administration</li><li class=""fleft fs12 grey-text lh16 dot"">Front Desk</li><li class=""fleft fs12 grey-text lh16 dot"">Telephone Screening</li><li class=""fleft fs12 grey-text lh16 dot"">Travel Arrangements</li><li class=""fleft fs12 grey-text lh16 dot"">Secretary</li><li class=""fleft fs12 grey-text lh16 dot"">Front Office</li><li class=""fleft fs12 grey-text lh16 dot"">Computer Operating</li></ul>"
Sharda Group of Institutions, Graduate and computer proficiency with 4 years hand of experience & fluency in English....,4-5 Yrs,Secretary Jobs,Secretary,Agra,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Counselor</li><li class=""fleft fs12 grey-text lh16 dot"">Mentor</li><li class=""fleft fs12 grey-text lh16 dot"">Trainer</li><li class=""fleft fs12 grey-text lh16 dot"">Advisor</li><li class=""fleft fs12 grey-text lh16 dot"">Educator</li><li class=""fleft fs12 grey-text lh16 dot"">Teaching</li></ul>"
MANAV MANAGEMENT GROUP, We have urgent requirement for the post of: - Personal Assistant. Post Of: - Personal A...,1-4 Yrs,Secretary Jobs,Personal Assistant (Secretary),Noida,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Administration</li><li class=""fleft fs12 grey-text lh16 dot"">Front Desk</li><li class=""fleft fs12 grey-text lh16 dot"">Telephone Screening</li><li class=""fleft fs12 grey-text lh16 dot"">Travel Arrangements</li><li class=""fleft fs12 grey-text lh16 dot"">Front Office</li><li class=""fleft fs12 grey-text lh16 dot"">Computer Operating</li></ul>"
Galgotias University, Galgotias University has an excellent compensation package for outstanding academicians...,3-6 Yrs,Secretary Jobs,Secretary,Greater Noida,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Administration</li><li class=""fleft fs12 grey-text lh16 dot"">Front Desk</li><li class=""fleft fs12 grey-text lh16 dot"">Telephone Screening</li><li class=""fleft fs12 grey-text lh16 dot"">Travel Arrangements</li><li class=""fleft fs12 grey-text lh16 dot"">Front Office</li><li class=""fleft fs12 grey-text lh16 dot"">Computer Operating</li></ul>"
Career Hub," One of the leading Advocate in Mylapore, Chennai needs Office Secretary to handle the d...",2-7 Yrs,Secretary Jobs,Secretary - Advocate Office - Chennai,Chennai,6 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">personal secretary activities</li><li class=""fleft fs12 grey-text lh16 dot"">Secretarial Activities</li><li class=""fleft fs12 grey-text lh16 dot"">personal assistant activities</li></ul>"
LINUX LABORATORIES PRIVATE LIMITED," Linux Laboratories, a fastest growing Pharma Company requires Female Secretary for its ...",3-7 Yrs,Secretary Jobs,Female Secretary with 3-4 yrs experience reqd For Linux Laboratories,Chennai(Kovilambakkam),30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Secretarial Activities</li><li class=""fleft fs12 grey-text lh16 dot"">Correspondence</li></ul>"
Acme Professionals, Secretary/ Executive Assistant to VP-(Females) Location:Kolkata Experience:2-4 years. S...,2-4 Yrs,Secretary Jobs,Secretary/Executive Assistant to VP-(Females) Location:Kolkata,Kolkata,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Senior Executive</li><li class=""fleft fs12 grey-text lh16 dot"">Secretary</li><li class=""fleft fs12 grey-text lh16 dot"">Vice President</li></ul>"
